Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined
15.0,3,0.07048184085069421,43.4744,1997,2,1,1,543.2928,3
19.1,1,0.177236497,172.3422,2004,2,2,1,2586.633,2
19.0,3,0.11183028199999999,105.4622,1987,1,3,1,952.7598,3
13.5,3,0.07048184085069421,84.654,1999,3,1,1,1211.756,3
16.75,2,0.008204465,99.8674,1999,3,1,1,2342.9502,3
12.6,2,0.02439015,95.9068,1985,3,3,3,3207.8244,3
9.195,2,0.064143995,85.9566,2002,3,2,1,1691.132,3
19.35,3,0.033275634,173.8738,2007,3,2,1,2432.8332,3
11.8,2,0.107662745,224.1772,2007,3,2,1,2890.9036,3
10.6,3,0.01115195,40.6454,2007,3,2,1,167.7816,3
13.65,2,0.013064516000000002,115.5834,2002,3,2,1,1382.2008,3
14.85,2,0.009954237,158.263,1999,3,1,1,2659.8709999999996,3
12.6,1,0.021214364,48.2034,1985,2,1,2,97.2068,2
13.5,2,0.067859568,60.1562,2004,2,2,1,1599.9174,3
5.635,3,0.103481775,150.005,2002,3,2,1,1797.66,3
7.405,3,0.015358176000000001,92.4146,2007,3,2,1,1459.4336,3
12.6,1,0.293066133,177.0712,1985,2,1,2,351.5424,2
11.35,3,0.030981392000000003,51.9008,2007,3,2,1,708.4112,3
12.6,3,0.07048184085069421,153.8024,1985,3,3,3,7741.9224,1
16.1,2,0.013623294,109.3596,2002,3,2,1,1186.4556,3
17.7,2,0.041098734,80.9276,2009,3,3,4,487.3656,3
13.1,1,0.01209726,188.85299999999998,2004,2,2,1,3225.801,2
14.3,2,0.034382602000000005,96.5726,1987,1,3,1,2251.0698,3
12.6,3,0.035406842,244.317,1985,3,3,3,8262.578000000001,3
8.6,1,0.090374342,114.3176,2002,3,2,1,1946.7992,2
5.78,2,0.07445112599999999,264.5568,2009,3,3,4,6327.7632,3
8.195,3,0.031467128,91.8462,2002,3,2,1,2313.655,3
13.65,2,0.078786674,184.824,1997,2,1,1,3355.632,3
17.35,3,0.056032247,102.3016,2002,3,2,1,1619.2256,3
20.25,1,0.058935522000000004,246.646,1997,2,1,1,2463.46,2
12.6,2,0.064577332,230.5352,1985,2,1,2,687.1056,3
16.1,3,0.034306962,252.3356,1997,2,1,1,3815.034,3
12.6,2,0.053586458,89.7856,1985,3,3,3,966.7416,3
17.6,2,0.076431919,113.2202,2009,3,3,4,2025.3636,3
18.0,3,0.039090105,148.4418,2002,3,2,1,4119.9704,3
12.5,1,0.031549131,99.0384,1998,3,3,2,197.0768,2
9.065,3,0.115233813,94.4094,1987,1,3,1,2856.282,3
16.85,2,0.159825617,195.5478,2004,2,2,1,4262.4516,3
16.0,1,0.073080167,228.4668,2007,3,2,1,2534.0348,2
9.3,3,0.066727717,181.6292,1987,1,3,1,2371.5796,3
6.215,3,0.012146608,37.9848,2004,2,2,1,782.9808,3
20.1,2,0.022552082999999997,226.6036,2007,3,2,1,6831.108,3
8.77,2,0.047036035999999996,170.5422,2007,3,2,1,2759.0752,3
16.25,3,0.087158654,95.141,2004,2,2,1,2220.4429999999998,3
15.15,3,0.027756137,150.4708,1987,1,3,1,2106.5912,3
13.15,1,0.092589917,159.5604,1987,1,3,1,1901.5248,2
12.15,1,0.07048184085069421,117.615,1987,1,3,1,1514.695,2
12.6,3,0.077427883,41.8454,1985,2,1,2,41.9454,3
20.85,3,0.12122744699999999,197.5452,2004,2,2,1,4306.3944,3
18.2,2,0.066284519,247.2092,2004,2,2,1,3486.1288,3
8.3,3,0.03549838,36.6506,2009,3,3,4,455.4072,3
6.195,3,0.072131519,120.1098,2002,3,2,1,2892.2352,3
15.1,3,0.07048184085069421,216.4166,2002,3,2,1,2830.3158,3
11.5,1,0.021020616000000002,130.7942,2002,3,2,1,2782.3782,2
19.0,3,0.111902259,105.4622,2004,2,2,1,1905.5196,3
10.5,3,0.071548187,120.2098,2009,3,3,4,602.549,3
8.8,3,0.071540443,210.6612,1999,3,1,1,2508.7344,3
12.6,1,0.121765124,264.1884,1985,2,1,2,264.9884,2
17.75,3,0.014609738,160.4262,2002,3,2,1,3182.5240000000003,3
12.6,2,0.08069799799999999,39.8506,1985,2,1,2,37.9506,3
17.75,2,0.156802171,242.1538,2004,2,2,1,4326.3684,3
20.75,3,0.024144862000000003,123.37299999999999,2004,2,2,1,2093.9410000000003,3
16.7,2,0.062297249000000006,60.6562,2009,3,3,4,592.562,3
12.6,3,0.052058710999999994,55.5588,1985,3,3,3,1145.1760000000002,3
13.85,1,0.031402114,40.248000000000005,2002,3,2,1,319.584,2
15.35,2,0.113217223,191.1504,1997,2,1,1,1725.7536,3
12.1,3,0.07048184085069421,177.3002,2004,2,2,1,3044.7034,3
12.15,1,0.07048184085069421,118.515,2009,3,3,4,1398.18,2
12.6,3,0.031139932999999998,74.8012,1985,2,1,2,303.6048,1
16.35,1,0.013363901999999999,106.12799999999999,2004,2,2,1,1917.504,2
12.6,3,0.030952737,160.1578,1985,3,3,3,3048.6982,3
7.27,3,0.07136748,111.8518,2009,3,3,4,2277.036,1
13.8,3,0.058192802,246.9802,1999,3,1,1,5896.3248,1
20.25,2,0.022976492999999997,240.3538,1999,3,1,1,4086.0146,3
9.3,3,0.111220521,65.7826,1997,2,1,1,968.7389999999999,3
14.15,3,0.037967687,125.6046,1999,3,1,1,1618.5598,3
12.6,1,0.07048184085069421,164.5526,1985,3,3,3,2302.3364,2
8.115,2,0.032158866,154.8972,1997,2,1,1,1713.7692,3
12.6,2,0.045068892,190.8872,1985,2,1,2,945.436,3
11.1,1,0.033176087,120.1124,2002,3,2,1,1896.1984,2
12.5,1,0.018845298,96.7384,2004,2,2,1,2759.0752,2
9.8,2,0.056375879000000004,84.6908,2004,2,2,1,1006.6896,3
19.7,2,0.161356273,253.1014,2009,3,3,4,2805.0154,3
14.3,2,0.034605882000000004,95.9726,2007,3,2,1,2153.1972,3
19.75,3,0.033942546000000004,213.5902,1999,3,1,1,4460.1942,3
18.5,3,0.025740258999999998,89.4172,1987,1,3,1,1605.9096,3
12.6,1,0.026938317000000003,174.1396,1985,3,3,3,4012.1108,2
12.35,2,0.033754478,199.0426,2004,2,2,1,3361.6242,3
12.6,1,0.015375557,156.9604,1985,3,3,3,4278.4308,2
5.365,2,0.140458316,169.7764,1999,3,1,1,3263.7516,3
12.6,1,0.046333982,97.2384,1985,3,3,3,2660.5368,2
20.5,2,0.07048184085069421,82.8592,2004,2,2,1,908.1512,3
8.71,3,0.139228412,49.5376,1997,2,1,1,1198.44,3
12.6,3,0.07048184085069421,109.4596,1985,3,3,3,1833.6132,3
16.0,2,0.07048184085069421,48.1718,2007,3,2,1,756.3488,3
17.6,3,0.00799436,171.6422,1987,1,3,1,3793.7284,3
20.7,2,0.12176716800000001,118.9466,2002,3,2,1,353.5398,3
13.0,2,0.030083482,61.922,2004,2,2,1,1557.9720000000002,3
20.2,2,0.118025091,195.81099999999998,2007,3,2,1,2553.343,3
20.35,3,0.060649213,232.7616,1987,1,3,1,2812.3392,3
18.6,3,0.15193174199999998,101.1358,1987,1,3,1,1105.8938,3
12.6,3,0.06383101299999999,46.206,1985,3,3,3,1304.968,1
13.35,3,0.103091351,229.9352,2007,3,2,1,2519.3872,3
17.85,3,0.052389407,120.9072,2009,3,3,4,2817.6656,3
16.35,1,0.013355306,105.52799999999999,1987,1,3,1,2024.0320000000002,2
14.85,2,0.019550858,263.791,2002,3,2,1,4207.856,3
21.25,3,0.01005532,183.1608,2007,3,2,1,2756.4120000000003,3
14.15,3,0.034845667999999996,242.7828,1987,1,3,1,3167.8764,3
17.2,2,0.025162022000000003,145.9418,2004,2,2,1,1765.7016,3
12.6,3,0.022685222,161.592,1985,3,3,3,4314.384,3
10.85,3,0.162571649,107.4622,2002,3,2,1,529.311,3
20.35,2,0.014825605,233.2958,1997,2,1,1,4206.5244,3
16.35,1,0.058034349000000006,124.802,1998,3,3,2,253.00400000000002,2
9.3,3,0.04378569400000001,191.6846,1997,2,1,1,3057.3536,1
12.6,2,0.076798609,231.8958,1985,3,3,3,8413.0488,1
15.75,3,0.055241242,196.5452,2007,3,2,1,3131.9232,3
14.85,1,0.061102235,253.2698,2002,3,2,1,2283.0282,2
18.6,3,0.039517121,243.6802,2007,3,2,1,5896.3248,3
16.35,1,0.029565308999999998,256.4646,2009,3,3,4,515.3292,2
9.695,2,0.12828324300000002,226.1404,1997,2,1,1,3375.6059999999998,3
15.15,2,0.012332667,130.0284,2007,3,2,1,3559.3668,3
14.3,2,0.06519522900000001,88.9856,2004,2,2,1,1669.8264,3
10.895,3,0.108253944,194.8794,1998,3,3,2,585.2382,3
8.39,1,0.121178848,165.1868,2007,3,2,1,2784.3756,2
18.35,3,0.07048184085069421,151.934,1987,1,3,1,306.268,1
15.2,1,0.09698132,116.3492,1987,1,3,1,2548.6824,2
20.2,3,0.064351908,259.4646,2004,2,2,1,2061.3168,3
12.6,1,0.079419801,172.3106,1985,3,3,3,5475.5392,2
8.71,2,0.072301795,185.6924,2002,3,2,1,3331.6632,3
12.15,3,0.021719387000000003,163.1184,2004,2,2,1,3467.4864,3
8.06,3,0.021420031000000003,232.0326,2002,3,2,1,3003.4238,3
11.5,3,0.290430317,130.6652,1998,3,3,2,258.3304,3
14.85,3,0.018571641,187.3214,1997,2,1,1,4333.6922,3
11.8,3,0.07048184085069421,45.2402,2009,3,3,4,1148.505,3
14.7,3,0.020952705,143.5128,1999,3,1,1,2444.8176,1
12.6,1,0.102371638,221.2456,1985,2,1,2,663.1368,2
18.75,1,0.034278798,214.1218,1987,1,3,1,4488.1578,2
7.235,3,0.07048184085069421,115.1834,2002,3,2,1,1382.2008,3
12.6,3,0.038377013,211.5586,1985,3,3,3,4432.2306,3
19.6,1,0.025325897000000003,150.9024,1999,3,1,1,3795.06,2
7.27,2,0.020898691,92.2488,2007,3,2,1,814.9392,3
15.1,2,0.105881129,42.0796,2002,3,2,1,454.0756,3
7.81,3,0.112906337,243.5486,1998,3,3,2,488.6972,1
7.81,2,0.055216312000000004,125.5046,2004,2,2,1,3237.1196,3
6.465,3,0.125210375,266.8884,2007,3,2,1,1059.9536,3
12.6,1,0.058185842,220.8456,1985,3,3,3,4199.8664,2
10.8,3,0.098814721,100.5042,2009,3,3,4,1884.8798,3
9.5,2,0.022058724,196.8452,1997,2,1,1,3523.4136,3
20.7,2,0.100091576,125.5388,1987,1,3,1,2105.2596,3
8.895,3,0.075876602,235.9616,2007,3,2,1,1874.8928,1
15.6,3,0.037841362,125.2704,2009,3,3,4,2628.5784,3
9.0,3,0.081943273,214.5534,1987,1,3,1,3440.8544,3
19.35,3,0.016645164,120.9098,2002,3,2,1,1687.1372,3
19.7,2,0.018061324,102.59899999999999,2002,3,2,1,2063.98,3
12.6,2,0.028062401,44.0402,1985,2,1,2,91.8804,3
5.825,1,0.091857904,160.7894,2009,3,3,4,1617.894,2
12.6,3,0.036109413,140.6154,1985,3,3,3,4538.0928,3
12.85,3,0.10863337199999999,233.8642,2009,3,3,4,2323.6420000000003,3
12.85,3,0.03324652,172.4422,2002,3,2,1,4483.4972,3
17.5,3,0.016720132,139.918,1987,1,3,1,419.454,3
17.0,3,0.055433377,221.1114,1997,2,1,1,4434.228,3
7.05,3,0.084966021,111.1912,1997,2,1,1,1965.4416,3
5.78,2,0.07413505299999999,264.0568,2004,2,2,1,2109.2544,3
15.2,3,0.09174595099999999,229.0352,2004,2,2,1,2290.3520000000003,3
12.6,3,0.056685383,178.437,1985,3,3,3,3175.866,3
11.35,2,0.00552947,169.27900000000002,2004,2,2,1,2376.906,3
17.5,3,0.013664703,257.7304,2002,3,2,1,5683.2688,3
16.25,3,0.08731067199999999,95.541,1999,3,1,1,1544.656,3
12.85,3,0.022639195,179.7318,1999,3,1,1,2165.1816,3
12.6,3,0.016531033,122.4098,1985,3,3,3,3012.745,3
8.84,2,0.076873991,109.9228,2009,3,3,4,1547.3192,3
12.6,3,0.035863436,58.3562,1985,3,3,3,1125.8678,3
17.75,1,0.111301625,107.5912,1997,2,1,1,1528.6768,2
6.38,1,0.015193323,143.347,2002,3,2,1,858.882,2
12.6,2,0.046408927999999995,153.2998,1985,3,3,3,3998.7948,3
10.65,3,0.07048184085069421,57.1272,2004,2,2,1,279.63599999999997,3
13.1,3,0.07494003,75.0354,1997,2,1,1,902.8248,3
12.6,3,0.065119701,145.7128,1985,3,3,3,4026.7584,1
10.195,3,0.07048184085069421,143.1154,2007,3,2,1,2410.8618,3
6.67,2,0.090456903,131.2626,2007,3,2,1,2098.6016,3
5.32,1,0.093071679,103.8674,2002,3,2,1,509.337,2
12.6,2,0.048292189000000006,133.1626,1985,3,3,3,2492.0894,3
12.1,3,0.029902678999999998,144.3444,2009,3,3,4,1161.1552,1
13.85,2,0.056547985999999995,232.73,2009,3,3,4,6291.81,3
16.35,1,0.034726222,125.602,1999,3,1,1,3036.048,2
18.35,1,0.08890854699999999,192.8504,1987,1,3,1,2876.256,2
15.5,2,0.044024163,102.0332,1998,3,3,2,102.5332,3
12.1,3,0.020568574,150.4734,1997,2,1,1,2078.6276,3
12.1,3,0.020564685,148.2734,2004,2,2,1,3266.4148,3
19.25,2,0.058226609000000006,85.2908,1987,1,3,1,671.1264,3
8.71,2,0.072155462,183.3924,1997,2,1,1,3146.5708,3
10.5,1,0.027253711,170.9106,1987,1,3,1,3251.1014,2
11.6,2,0.144604071,240.8222,2009,3,3,4,3585.333,3
16.0,2,0.193477995,55.9246,1998,3,3,2,405.4722,3
6.865,3,0.056945935999999996,214.6218,2002,3,2,1,1923.4962,3
10.395,3,0.031288338,159.5604,2002,3,2,1,2852.2872,3
8.05,2,0.078400465,259.0646,1997,2,1,1,4380.2982,3
5.785,2,0.038976089,264.2252,2007,3,2,1,3934.8779999999997,3
10.3,2,0.058918844000000005,191.653,1999,3,1,1,5313.084,3
12.5,3,0.031176157000000003,103.09899999999999,2009,3,3,4,722.393,3
7.63,3,0.061159245999999994,92.5436,1999,3,1,1,1607.2412,1
13.5,2,0.07048184085069421,78.396,2004,2,2,1,1438.128,3
17.5,3,0.052550476,101.29899999999999,2002,3,2,1,722.393,3
12.6,3,0.124448295,112.0518,1985,2,1,2,113.8518,1
8.21,3,0.010808271999999999,150.5392,2009,3,3,4,1043.9744,1
11.65,2,0.010963269,110.9544,2009,3,3,4,335.5632,3
18.5,3,0.07048184085069421,119.8124,2007,3,2,1,4029.4216,3
7.72,2,0.075035902,78.7986,2009,3,3,4,856.8846,3
5.88,1,0.024882613999999997,149.4392,2004,2,2,1,1640.5312,2
6.85,3,0.022878952999999997,262.3594,2004,2,2,1,3924.8909999999996,3
12.6,1,0.16657250099999998,176.1712,1985,3,3,3,3691.1952,2
7.52,3,0.055081622999999996,128.8994,1987,1,3,1,2055.9904,3
13.65,2,0.025920816,81.2302,1997,2,1,1,2059.9852,3
12.6,1,0.029500321,46.2086,1985,3,3,3,802.9548,2
6.985,2,0.137645467,185.2608,2002,3,2,1,2940.1728,3
12.6,3,0.07048184085069421,240.6222,1985,3,3,3,4302.3996,3
9.3,3,0.026818196000000002,248.9092,1998,3,3,2,498.0184,3
12.1,3,0.030102335,74.767,1987,1,3,1,2220.4429999999998,3
5.98,3,0.043740308,145.3418,2009,3,3,4,2354.2688,3
9.0,1,0.069653585,266.2884,1999,3,1,1,2914.8724,2
7.145,3,0.01785932,160.6578,2009,3,3,4,2246.4092,3
19.0,1,0.017755213,211.7244,2002,3,2,1,2752.4172,2
7.855,2,0.161875063,35.6848,2002,3,2,1,335.5632,3
19.5,3,0.128181759,156.1314,2004,2,2,1,2792.3652,3
8.71,3,0.12125037400000001,92.7778,1997,2,1,1,1032.6558,3
11.5,3,0.014921093,173.908,2009,3,3,4,1211.756,3
18.85,1,0.040434372,244.3144,1999,3,1,1,5635.3312,2
13.65,2,0.031508924,98.77,2002,3,2,1,1697.79,3
6.135,3,0.079094835,114.38600000000001,1999,3,1,1,1018.674,1
5.655,3,0.175793413,146.9102,2009,3,3,4,1749.7224,1
14.85,2,0.019495051,261.291,1987,1,3,1,10256.649,3
20.75,2,0.06331397400000001,153.7682,2004,2,2,1,1829.6184,3
10.0,3,0.0674819,234.859,2009,3,3,4,1181.795,3
10.3,3,0.07002695099999999,263.6226,2004,2,2,1,6608.065,3
5.675,2,0.023496967,156.1288,1997,2,1,1,2828.3184,3
5.51,1,0.07048184085069421,98.9726,2009,3,3,4,1565.9616,2
17.75,3,0.073559521,33.9216,2002,3,2,1,830.9184,3
17.75,3,0.07626905,113.1544,2009,3,3,4,1006.6896,3
8.365,2,0.039925235,189.2188,2002,3,2,1,4570.0512,3
12.6,2,0.093883945,200.4742,1985,2,1,2,398.1484,3
10.0,2,0.03773288,128.2994,1987,1,3,1,1413.4934,3
18.2,2,0.066400129,250.1092,1999,3,1,1,5727.2116,3
19.35,2,0.039920687,163.3868,2004,2,2,1,3439.5228,1
12.6,3,0.022351807999999997,143.7812,1985,3,3,3,4986.842000000001,3
7.39,1,0.12018089400000001,141.447,1987,1,3,1,2290.3520000000003,2
7.945,3,0.015900971,163.821,1999,3,1,1,1794.3310000000001,3
16.0,2,0.172759093,157.0972,1997,2,1,1,4673.916,3
20.1,1,0.077454252,59.2536,1997,2,1,1,735.0432,2
20.6,3,0.039255412,94.4778,1998,3,3,2,93.8778,3
8.575,2,0.072252888,196.5794,2007,3,2,1,5267.1438,3
17.7,2,0.016664252,47.9034,2009,3,3,4,729.051,3
20.0,2,0.08618788599999999,125.4678,1998,3,3,2,127.1678,3
5.695,3,0.10978405599999999,256.0646,1998,3,3,2,1288.323,3
5.11,1,0.07048184085069421,164.72099999999998,2009,3,3,4,3588.6620000000003,2
15.25,2,0.07048184085069421,178.166,2002,3,2,1,4853.682,3
12.6,2,0.029023048,177.83700000000002,1985,3,3,3,6704.606,3
18.25,2,0.183142346,110.35700000000001,1987,1,3,1,2087.283,3
15.6,2,0.07048184085069421,170.6132,1987,1,3,1,6595.4148,3
13.0,3,0.153857402,76.3986,1999,3,1,1,778.9860000000001,3
7.02,3,0.081290366,147.3734,1999,3,1,1,2524.0478,3
19.7,3,0.066935459,177.537,1997,2,1,1,3175.866,3
9.1,1,0.055514919,112.5518,1999,3,1,1,341.5554,2
8.0,2,0.050657232,249.9092,1998,3,3,2,249.0092,3
17.75,1,0.098108957,240.9196,2009,3,3,4,4579.3724,2
19.5,3,0.128405328,156.4314,1999,3,1,1,2326.971,3
7.685,1,0.025477448,145.276,1997,2,1,1,3515.4240000000004,2
9.6,1,0.040969757,188.7214,1998,3,3,2,376.8428,2
19.6,3,0.040550868,45.5718,1998,3,3,2,47.2718,1
17.6,3,0.17554588899999998,163.6868,1998,3,3,2,163.7868,3
15.6,2,0.099344826,63.6194,2002,3,2,1,743.0328,3
12.65,1,0.042276746,108.4938,1999,3,1,1,1500.7132,2
12.6,3,0.013861607,94.4462,1985,3,3,3,2036.0164,3
12.6,2,0.076387367,112.1518,1985,3,3,3,3870.9612,3
14.5,1,0.08996026,159.5604,2002,3,2,1,1426.1436,2
6.425,3,0.010480751,116.5808,2009,3,3,4,2460.7968,3
9.695,3,0.070587419,176.9344,2002,3,2,1,5888.3352,1
19.6,3,0.03387323,56.1614,1987,1,3,1,828.921,1
20.7,1,0.039238384,152.8366,2004,2,2,1,2569.3222,2
12.6,3,0.024331586000000002,34.9874,2007,3,2,1,529.311,3
8.275,1,0.11019797699999999,104.2306,1987,1,3,1,3658.571,2
12.6,1,0.028048877000000003,106.1964,1985,2,1,2,210.3928,2
19.85,3,0.045631230999999994,128.102,1987,1,3,1,1265.02,3
7.36,3,0.08755962099999999,55.2588,1998,3,3,2,229.0352,3
20.35,2,0.25286597899999996,82.7276,1998,3,3,2,162.4552,3
17.7,2,0.135306012,183.7924,1999,3,1,1,2221.1088,3
12.6,3,0.126760908,176.937,1985,2,1,2,352.874,3
8.39,2,0.024201083999999998,112.6176,2004,2,2,1,2175.8344,3
9.195,3,0.015856295,81.6592,2004,2,2,1,1403.5064,3
8.93,3,0.028411898999999997,152.334,2004,2,2,1,2143.876,1
15.7,1,0.160529322,59.2562,1987,1,3,1,296.281,2
16.7,1,0.026771204,246.3776,2007,3,2,1,1981.4208,2
12.6,3,0.049934854,95.0752,1985,3,3,3,2588.6304,1
20.5,2,0.11304588300000001,194.1478,2007,3,2,1,2906.217,3
12.6,1,0.015359722,163.7526,1985,3,3,3,1973.4312,2
11.65,3,0.034049703,112.286,2007,3,2,1,452.744,3
20.75,3,0.02128304,153.5024,1999,3,1,1,2428.8384,1
12.6,3,0.063462048,157.563,1985,3,3,3,1721.0929999999998,3
16.2,3,0.074019393,41.7454,1998,3,3,2,83.8908,3
10.195,2,0.017666978,239.4538,2002,3,2,1,4566.7222,3
12.6,1,0.12429953099999999,73.4696,1985,2,1,2,298.2784,2
13.3,3,0.079739853,233.03,1987,1,3,1,5359.69,3
6.215,3,0.012167793,37.4848,1999,3,1,1,111.8544,3
6.67,2,0.07048184085069421,90.5514,2009,3,3,4,974.0654,3
12.6,2,0.074338562,255.5356,2007,3,2,1,9664.7528,3
12.15,3,0.018407033,254.7698,2004,2,2,1,5834.4054,3
16.6,3,0.050369190999999994,117.2124,1999,3,1,1,1422.1488,3
12.6,2,0.019837655,128.131,1985,3,3,3,1687.8029999999999,3
20.85,2,0.05646571400000001,103.6648,1997,2,1,1,2285.0256,3
11.0,1,0.05492864099999999,101.7358,2004,2,2,1,1508.037,2
15.6,1,0.066829875,185.5924,1999,3,1,1,3146.5708,2
12.6,3,0.12283217199999999,217.685,1985,2,1,2,432.77,3
10.195,2,0.146692433,194.5794,2007,3,2,1,4096.6674,3
12.6,2,0.06282744700000001,105.09899999999999,2002,3,2,1,1444.786,3
20.2,3,0.064464147,255.7646,1999,3,1,1,5410.9566,3
18.0,3,0.12495901300000001,116.5124,2009,3,3,4,355.5372,3
6.75,2,0.07048184085069421,96.7752,1999,3,1,1,1342.2528,3
12.35,2,0.15911489,158.1946,2009,3,3,4,1104.5622,3
7.59,2,0.145335007,173.108,2002,3,2,1,2077.2960000000003,3
14.8,3,0.081168135,190.5846,1999,3,1,1,3630.6074,3
5.11,1,0.034874689,161.721,1997,2,1,1,2446.815,2
6.38,3,0.031898175,177.4344,1997,2,1,1,1784.344,3
8.3,2,0.038211537000000004,87.7198,1997,2,1,1,1569.9564,3
16.7,2,0.03874616,143.8102,2007,3,2,1,4811.7366,3
12.6,2,0.03443677,156.5288,1985,3,3,3,4870.9928,3
9.695,3,0.130261652,185.2898,2002,3,2,1,3367.6164,3
8.235,1,0.014456938,184.795,2004,2,2,1,1464.76,2
10.195,3,0.126383094,112.1886,1997,2,1,1,667.1316,3
10.695,2,0.127620811,119.244,1987,1,3,1,3475.4759999999997,3
8.38,2,0.046878474,109.85700000000001,2004,2,2,1,2306.9970000000003,3
11.65,3,0.220111117,153.0024,1998,3,3,2,455.4072,3
9.195,2,0.0471117,52.0666,2004,2,2,1,615.1992,3
8.1,2,0.019768503,88.6198,1997,2,1,1,1569.9564,3
18.6,3,0.015858893,152.9366,2007,3,2,1,453.4098,3
17.6,1,0.018905326,234.65900000000002,1997,2,1,1,8508.924,2
20.25,1,0.014280553999999999,148.0418,2009,3,3,4,1177.1344,2
5.98,3,0.075675438,53.3614,1999,3,1,1,331.5684,1
18.75,1,0.010381661,207.8954,1999,3,1,1,2292.3494,2
5.82,2,0.07747588400000001,255.333,2002,3,2,1,4870.327,3
8.52,3,0.02705936,153.3682,1997,2,1,1,914.8092,1
15.5,2,0.126199917,178.4028,2009,3,3,4,1239.7196,3
16.7,2,0.119462225,182.7976,1997,2,1,1,1810.976,3
9.6,2,0.027454997000000002,258.1304,2009,3,3,4,2324.9736,3
9.13,1,0.051928034000000005,151.4024,1999,3,1,1,1973.4312,2
10.5,2,0.07048184085069421,78.296,1997,2,1,1,1438.128,3
17.0,3,0.119570595,249.7434,1999,3,1,1,4221.8378,3
12.6,3,0.033725742999999996,211.6902,1985,3,3,3,4247.804,3
9.195,3,0.10127579199999999,46.4744,2004,2,2,1,950.7624,3
10.1,1,0.056077574000000005,117.8492,1997,2,1,1,1621.8888,2
8.18,1,0.07048184085069421,140.5154,2002,3,2,1,1701.7848,2
8.655,2,0.088178053,122.6756,2004,2,2,1,2302.3364,3
17.85,2,0.046608497,122.9388,1997,2,1,1,3095.97,3
10.65,2,0.085119855,229.8668,2004,2,2,1,4146.6024,3
13.65,2,0.031418984,99.27,1987,1,3,1,2596.62,3
17.25,3,0.08480965800000001,261.191,2007,3,2,1,3155.8920000000003,1
9.5,2,0.035350045,169.7448,2007,3,2,1,3579.3408,3
16.7,2,0.07048184085069421,63.6168,1999,3,1,1,1342.2528,3
8.6,1,0.054601779,141.1154,1998,3,3,2,425.4462,2
19.25,3,0.10218842800000001,54.3956,2009,3,3,4,1201.1032,3
11.0,2,0.133034816,222.0798,1987,1,3,1,2864.9374,3
9.895,3,0.16817143,237.7564,2002,3,2,1,3813.7024,1
14.0,2,0.029722659,143.4786,1997,2,1,1,1589.2646,3
7.365,3,0.042733625,226.972,2009,3,3,4,3848.324,3
20.85,2,0.062172698,90.2514,1987,1,3,1,619.8598,3
7.64,2,0.070704474,93.412,1997,2,1,1,1491.392,3
12.6,2,0.191500528,121.2098,1985,2,1,2,120.5098,3
17.7,2,0.12206551800000001,103.3674,1999,3,1,1,2546.685,3
7.97,2,0.04021623,90.4514,2007,3,2,1,1328.271,3
12.35,1,0.041737627,33.1216,1997,2,1,1,519.3240000000001,2
8.42,1,0.11227101,63.2168,1997,2,1,1,703.0848,2
12.6,3,0.135075924,170.3106,1985,3,3,3,3422.212,3
6.305,2,0.12301331,93.2436,1987,1,3,1,2079.9592,3
5.92,2,0.019238942,49.8692,2002,3,2,1,1133.1916,1
15.1,2,0.067212845,260.2304,2002,3,2,1,4908.2776,3
17.35,1,0.280164929,177.5712,1998,3,3,2,527.3136,2
7.405,3,0.015271793,89.9146,1997,2,1,1,1550.6482,3
6.405,3,0.13651285800000001,128.7678,1999,3,1,1,3052.0272,3
19.7,3,0.07803497599999999,178.06599999999997,1999,3,1,1,3954.8520000000003,3
17.7,2,0.042649476,162.721,2009,3,3,4,978.7260000000001,3
17.6,3,0.104859135,161.8868,2004,2,2,1,4094.67,3
15.85,2,0.110202066,39.7506,1999,3,1,1,721.0614,3
17.5,3,0.01558456,185.1266,1999,3,1,1,4795.0916,3
12.6,3,0.060805497,150.8024,1985,3,3,3,3339.6528,1
9.6,3,0.036490369,140.8154,2007,3,2,1,1843.6002,3
11.0,2,0.088025298,158.063,2002,3,2,1,2659.8709999999996,3
20.75,2,0.129864461,240.188,2009,3,3,4,5992.2,3
12.6,3,0.07048184085069421,89.4146,1985,3,3,3,2645.2234,1
16.6,3,0.084176826,118.0124,1998,3,3,2,592.562,3
12.5,2,0.062343432000000004,199.7426,1997,2,1,1,593.2278,3
7.02,3,0.049942926,82.425,1999,3,1,1,1414.825,1
19.1,2,0.025867261000000003,147.6418,2004,2,2,1,1471.418,3
5.785,2,0.038817121,262.6252,1999,3,1,1,524.6504,3
11.65,3,0.01941154,40.3164,2002,3,2,1,502.0132,1
19.0,1,0.216478153,190.1872,1998,3,3,2,567.2616,2
5.19,3,0.042707323,197.81099999999998,2002,3,2,1,2946.165,3
14.15,1,0.07048184085069421,196.31099999999998,1997,2,1,1,3338.987,2
16.2,1,0.175898114,183.7608,2009,3,3,4,2940.1728,2
7.72,2,0.074847665,78.8986,1999,3,1,1,623.1888,3
18.6,1,0.118180011,56.2588,1997,2,1,1,1030.6584,2
8.35,2,0.127587344,76.5354,2007,3,2,1,1805.6496,3
18.6,1,0.19780911,55.6588,1998,3,3,2,114.5176,2
