Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Visibility_MeanRatio,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDR35,12.5,0.020597493,Breads,200.0742,OUT027,1985,8958.339,28,0.9942317103825576,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDT58,9.0,0.08553847699999999,Snack Foods,169.2816,OUT027,1985,3523.4136,28,0.9251308182254221,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDS57,15.5,0.0,Snack Foods,141.547,OUT017,2007,3006.087,6,0.0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDF10,15.5,0.0,Snack Foods,147.2418,OUT018,2009,1324.2762,4,0.0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDP03,5.15,0.10239789,Meat,122.1388,OUT010,1998,495.3552,15,1.605334162513875,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDT04,17.25,0.0,Frozen Foods,37.5822,OUT010,1998,196.41099999999997,15,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCW53,18.35,0.0304697,Health and Hygiene,191.3162,OUT013,1987,1346.9134,26,0.9215224085856261,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDA39,6.32,0.021287234,Meat,38.5822,OUT010,1998,78.5644,15,1.928016933611853,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCH29,5.51,0.034467286,Health and Hygiene,96.7726,OUT035,2004,2642.5602,9,1.0278781319748744,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDU02,13.35,0.1027194,Dairy,228.8352,OUT045,2002,5267.8096,11,0.9241603429720138,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDN13,18.599999999999998,0.266234421,Breakfast,98.5358,OUT019,1985,402.1432,28,1.61481058849911,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDX56,17.099999999999998,0.129668578,Fruits and Vegetables,206.8638,OUT019,1985,207.0638,28,1.7995044987057285,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDT11,5.9399999999999995,0.02923013,Breads,189.4556,OUT027,1985,3567.3564,28,0.8704928775163032,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCC18,19.099999999999998,0.17641157899999999,Household,173.2422,OUT027,1985,2069.3064,28,0.9538603587612156,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDA32,14.0,0.050371507999999995,Fruits and Vegetables,214.7192,OUT010,1998,862.8768,15,1.6053341518369582,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDU39,18.85,0.036184755,Meat,58.5562,OUT018,2009,770.3306,4,1.0031395347362424,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDV27,7.97,0.07001738099999999,Meat,89.3514,OUT019,1985,177.1028,28,1.4859160260509792,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCW53,18.35,0.030556922,Health and Hygiene,190.6162,OUT045,2002,3271.0754,11,0.9241603415984767,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
NCZ42,10.5,0.011278535,Household,237.0248,OUT013,1987,5451.5704,26,1.023913742872503,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDO46,9.6,0.0,Snack Foods,191.0872,OUT017,2007,4349.0056,6,0.0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDQ57,7.2749999999999995,0.027812304,Snack Foods,147.476,OUT027,1985,3368.948,28,1.1551456993202012,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDZ36,6.035,0.066051758,Baking Goods,187.72400000000002,OUT018,2009,2050.6639999999998,4,0.96203667212987,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDK38,6.65,0.053506995999999994,Canned,150.0734,OUT018,2009,3563.3616,4,1.0371328094900276,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDU51,20.2,0.096046304,Meat,178.7028,OUT027,1985,4604.6728,28,0.9942317111928748,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDS14,7.285,0.049922304,Dairy,156.9288,OUT013,1987,1571.2879999999998,26,1.0274027483771975,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDQ40,11.1,0.036083537,Frozen Foods,175.4712,OUT049,1999,2988.1104,14,0.8760887586223611,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE20,11.35,0.005539114,Fruits and Vegetables,167.87900000000002,OUT049,1999,4074.696,14,1.0006230055186232,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDH58,12.3,0.036939673,Snack Foods,113.1834,OUT046,1997,3109.9518,16,1.1659739939143268,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCK53,11.6,0.037793818,Health and Hygiene,99.3042,OUT017,2007,2281.6966,6,0.9635532334939947,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDJ44,12.3,0.106928681,Fruits and Vegetables,173.7396,OUT017,2007,3663.2316,6,0.9348909814800044,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDN22,18.85,0.138585859,Snack Foods,252.4724,OUT045,2002,3271.7412,11,1.1431675724506365,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDH56,9.8,0.06407717,Fruits and Vegetables,116.7492,OUT018,2009,1621.8888,4,0.8782920635047956,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDK48,7.445,0.037708542000000005,Baking Goods,74.7354,OUT045,2002,1128.531,11,1.1739342482849846,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDQ40,11.1,0.036020711000000004,Frozen Foods,177.2712,OUT035,2004,2109.2544,9,0.8745633773286924,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDH10,21.0,0.049295686,Snack Foods,194.4478,OUT035,2004,968.7389999999999,9,0.8745633814832425,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDM21,20.2,0.06449461,Snack Foods,259.2646,OUT045,2002,3091.9752,11,0.924160342619471,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDX12,18.2,0.026117345,Baking Goods,239.2196,OUT045,2002,3133.2548,11,1.1741718836491775,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDM51,11.8,0.025904648,Meat,102.4674,OUT013,1987,2037.348,26,1.0239138051836267,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDG09,20.6,0.080235512,Fruits and Vegetables,188.9556,OUT010,1998,563.2668,15,1.464116665604192,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DRD37,9.8,0.013830218,Soft Drinks,45.306000000000004,OUT013,1987,1304.968,26,1.0358324643834285,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FDN21,18.6,0.076855628,Snack Foods,161.0236,OUT046,1997,483.3708,16,1.0247665743355372,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCQ06,13.0,0.041824524,Household,256.7014,OUT046,1997,2805.0154,16,0.9222899227877068,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDV52,20.7,0.12152072,Frozen Foods,118.0466,OUT046,1997,1060.6194,16,0.9585610268091578,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDC10,9.8,0.073289899,Snack Foods,120.8098,OUT017,2007,1325.6078,6,0.879676613195482,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX51,9.5,0.022054552999999998,Meat,195.4452,OUT035,2004,4502.1396,9,0.9294568264465591,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCD54,21.1,0.029054046,Household,144.6786,OUT049,1999,2889.572,14,0.9237238448840762,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
NCK18,9.6,0.006665666999999999,Household,164.1184,OUT027,1985,3797.7232,28,1.0552792411374792,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDZ01,8.975,0.009057131999999999,Canned,104.09899999999999,OUT035,2004,2476.776,9,0.8626859612645646,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDT48,4.92,0.04595503099999999,Baking Goods,199.1084,OUT046,1997,2182.4924,16,1.3305656351436153,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDB40,17.5,0.007551606999999999,Dairy,145.8102,OUT049,1999,1895.5326,14,0.9228711708309137,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCC07,19.599999999999998,0.023835164,Household,103.3964,OUT027,1985,3050.6956,28,0.8704928665654751,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDT52,9.695,0.047503317999999996,Frozen Foods,244.6144,OUT049,1999,3185.1872,14,0.9237238296258874,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDK09,15.200000000000001,0.160665697,Snack Foods,227.5352,OUT019,1985,916.1408,28,1.531537196295342,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCQ30,7.725,0.048661040999999995,Household,123.7414,OUT010,1998,121.8414,15,1.46411667167979,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDZ60,20.5,0.208987123,Baking Goods,106.0596,OUT019,1985,215.7192,28,1.6003091390480193,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCK18,9.6,0.006692529,Household,164.9184,OUT013,1987,2972.1312,26,1.059531915472311,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDV11,9.1,0.136695145,Breads,173.4054,OUT010,1998,875.5269999999999,15,1.7437144685925852,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDR25,17.0,0.140311123,Canned,265.6884,OUT017,2007,2649.884,6,1.0047208919104713,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDB26,14.0,0.031330907000000005,Canned,52.364,OUT045,2002,745.696,11,1.0010958934792595,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
DRD01,12.1,0.061521569000000005,Soft Drinks,55.8614,OUT017,2007,1436.7964,6,0.9275067670938841,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
FDG32,19.85,0.176991029,Fruits and Vegetables,221.5772,OUT017,2007,3558.0352,6,0.9275067666067104,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDY49,17.2,0.0120098,Canned,163.1184,OUT035,2004,2807.0128,9,0.9221155397508797,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDD26,8.71,0.072141818,Canned,183.3924,OUT035,2004,2776.386,9,0.8630253717987647,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDC22,6.89,0.136984147,Snack Foods,192.68200000000002,OUT018,2009,2703.1479999999997,4,0.9626267135969876,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRD27,18.75,0.0,Dairy,97.9042,OUT045,2002,1686.4714,11,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FDA44,19.7,0.052964982,Fruits and Vegetables,57.793,OUT027,1985,1754.3829999999998,28,0.9251308128446601,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDW01,14.5,0.0,Canned,154.4682,OUT013,1987,1524.682,26,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDV32,7.784999999999998,0.155316936,Fruits and Vegetables,64.15100000000001,OUT019,1985,316.255,28,1.6148105861195678,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDK32,16.25,0.048738407000000004,Fruits and Vegetables,152.8682,OUT027,1985,5031.4506,28,1.0268813520015398,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCA05,20.75,0.0,Health and Hygiene,149.4734,OUT013,1987,2969.468,26,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDR10,17.6,0.010031539,Snack Foods,161.5552,OUT013,1987,1787.0072,26,0.9288589898490578,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDL22,16.85,0.036383293,Snack Foods,91.0488,OUT035,2004,1086.5856,9,0.9221155141538199,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDD10,20.6,0.0,Snack Foods,178.1344,OUT035,2004,3568.688,9,0.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDW25,5.175,0.03736783,Canned,86.9224,OUT013,1987,255.6672,26,0.9288589804074138,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDR47,17.85,0.087604647,Breads,196.9794,OUT049,1999,1560.6352,14,1.0263598146073543,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
DRF27,8.93,0.028461452999999998,Dairy,152.234,OUT049,1999,5053.4220000000005,14,0.9237238204614031,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FDQ48,14.299999999999999,0.034244601,Baking Goods,97.2726,OUT027,1985,1957.4520000000002,28,1.1363659745016927,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDS37,7.655,0.031938827999999995,Canned,114.1492,OUT035,2004,1158.492,9,0.9294568307948177,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCI18,18.35,0.014024028000000001,Household,224.5746,OUT046,1997,2692.4952,16,0.9990697410499788,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
NCJ42,19.75,0.014232071,Household,100.9332,OUT027,1985,1743.0644,28,0.9091553037859228,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDY48,14.0,0.023730384,Baking Goods,104.3332,OUT035,2004,1435.4648,9,0.9221155240724689,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDB39,11.6,0.038578846,Dairy,56.1272,OUT049,1999,671.1264,14,0.9237238290572302,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
DRI37,15.85,0.10803618699999999,Soft Drinks,57.3904,OUT018,2009,703.0848,4,0.9334195295612074,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDB58,10.5,0.013572808,Snack Foods,143.2154,OUT017,2007,1559.9694,6,0.8796766301073426,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDV12,16.7,0.06082402,Baking Goods,98.7384,OUT013,1987,1773.6912,26,0.9579234665294787,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCU06,17.6,0.074345142,Household,230.90099999999998,OUT013,1987,4364.319,26,0.9132468819068473,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDU34,18.25,0.075501241,Snack Foods,123.1046,OUT018,2009,249.0092,4,1.003139535983711,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDP31,21.1,0.16216286,Fruits and Vegetables,62.2168,OUT018,2009,383.5008,4,1.0031395344431482,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDV11,9.1,0.081652352,Breads,177.0054,OUT035,2004,2101.2648,9,1.041576038249308,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCY06,15.25,0.061434045,Household,130.9968,OUT018,2009,2348.9424,4,0.9334195323089518,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
NCV41,14.35,0.017073332,Health and Hygiene,109.5228,OUT045,2002,1657.842,11,0.8765027619208257,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDQ52,17.0,0.11880685699999999,Frozen Foods,248.8434,OUT027,1985,6705.2718,28,0.9251308207820325,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDM38,5.885,0.092694107,Canned,53.6982,OUT013,1987,1525.3478,26,0.9982383513345999,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDA14,16.1,0.065183228,Dairy,148.076,OUT046,1997,1464.76,16,1.0280725201722603,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDB23,19.2,0.005561538,Starchy Foods,224.0062,OUT027,1985,3837.0054,28,0.9541218657915603,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
DRH49,19.7,0.024635077000000002,Soft Drinks,84.1592,OUT013,1987,1073.2696,26,1.0590093512834207,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FDI40,11.5,0.126313413,Frozen Foods,100.6358,OUT017,2007,2010.7160000000001,6,0.9275067641877224,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDR37,16.5,0.066383907,Breakfast,180.4292,OUT045,2002,2189.1504,11,1.0350199128886333,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDS16,15.15,0.066279832,Frozen Foods,147.876,OUT049,1999,4540.755999999999,14,1.1426276168666278,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT15,12.15,0.042681522,Meat,184.295,OUT046,1997,2014.045,16,0.874728795325247,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDL32,15.7,0.0,Fruits and Vegetables,112.4544,OUT013,1987,1230.3984,26,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDB39,11.6,0.038736837999999996,Dairy,55.8272,OUT017,2007,1454.1072,6,0.9275067564988754,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX40,12.85,0.098910759,Frozen Foods,37.6164,OUT013,1987,308.9312,26,0.9577633394515682,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRD13,15.0,0.049178998,Soft Drinks,65.6168,OUT045,2002,639.168,11,1.0010958920575777,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FDZ43,11.0,0.057011062,Fruits and Vegetables,241.9512,OUT013,1987,2908.2144,26,0.9982383395713277,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRM59,5.88,0.003589104,Hard Drinks,155.5998,OUT013,1987,1691.7978,26,0.9215224589949224,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NCZ18,7.825,0.0,Household,253.4698,OUT017,2007,6849.0846,6,0.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDH52,9.42,0.043690499,Frozen Foods,60.2194,OUT027,1985,1733.7432,28,0.9540786385040602,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDM25,10.695,0.10154201,Breakfast,173.7712,OUT010,1998,175.7712,15,1.604702888077416,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCP05,19.599999999999998,0.025164132000000002,Health and Hygiene,152.6024,OUT027,1985,6072.096,28,1.3415894871913105,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDY38,13.6,0.119077255,Dairy,231.23,OUT013,1987,2330.3,26,0.92152240899621,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDO37,8.06,0.021497594,Breakfast,230.3326,OUT017,2007,1386.1956,6,1.0430713605516364,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDV49,10.0,0.025702129,Canned,262.6226,OUT027,1985,7136.7102,28,0.9178236734660062,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCP02,7.105,0.075000682,Household,61.0562,OUT010,1998,296.281,15,1.4641166762319795,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NCJ19,18.6,0.11841968300000001,Others,58.3588,OUT045,2002,1545.9876,11,1.03501991567806,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDW44,9.5,0.035151215,Fruits and Vegetables,171.8448,OUT046,1997,2556.672,16,0.9296325976534711,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDU56,16.85,0.04441405599999999,Fruits and Vegetables,182.4266,OUT046,1997,2028.6926,16,1.3305656290973817,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDZ58,17.85,0.052471995,Snack Foods,123.7072,OUT017,2007,2450.144,6,0.9275067721642939,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDZ15,13.1,0.020853376,Dairy,117.4782,OUT013,1987,1906.8512,26,1.02671703397811,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCI06,11.3,0.047791877999999996,Household,180.766,OUT049,1999,5033.448,14,0.8760887612532858,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDD36,13.3,0.02136022,Baking Goods,120.4124,OUT018,2009,1777.6860000000001,4,0.9334195316481728,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDD56,15.2,0.103988736,Fruits and Vegetables,177.0054,OUT045,2002,3677.2134,11,0.8765027685239919,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDX27,20.7,0.114581955,Dairy,94.3436,OUT018,2009,945.436,4,1.0409182649790887,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDG50,7.405,0.02556185,Canned,89.7146,OUT010,1998,182.4292,15,1.4439911965593322,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDU36,6.15,0.046459438,Baking Goods,100.5384,OUT018,2009,1675.1528,4,1.0312101599346795,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDJ15,11.35,0.023322477999999997,Dairy,182.5608,OUT046,1997,3307.6944,16,0.9222899328223506,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDG32,19.85,0.175962247,Fruits and Vegetables,223.0772,OUT035,2004,1779.0176,9,0.9221155201025546,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDV15,10.299999999999999,0.255929096,Meat,103.3648,OUT019,1985,311.5944,28,1.6148105896875888,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDS28,8.18,0.08233301900000001,Frozen Foods,58.1588,OUT013,1987,343.5528,26,0.9215224046997347,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDU23,12.15,0.021757269,Breads,165.0184,OUT049,1999,3302.368,14,1.038329623797837,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
DRI03,6.03,0.0226994,Dairy,176.4028,OUT035,2004,4250.4672,9,1.0596377706654236,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDH28,15.85,0.110653377,Frozen Foods,36.9506,OUT017,2007,759.012,6,0.9635532364540788,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDP16,18.6,0.06577152900000001,Frozen Foods,245.7802,OUT010,1998,245.6802,15,1.5560143917983231,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCQ29,12.0,0.0,Health and Hygiene,262.3278,OUT017,2007,1561.9668,6,0.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
NCH30,17.1,0.0,Household,114.686,OUT018,2009,1358.2320000000002,4,0.0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDU31,10.5,0.024991056,Fruits and Vegetables,217.9508,OUT046,1997,2821.6604,16,0.8747288013401188,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDF04,17.5,0.013658248000000001,Frozen Foods,256.3304,OUT049,1999,6199.9296,14,1.02909418333832,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDZ20,16.1,0.034278413,Fruits and Vegetables,255.2356,OUT013,1987,6867.0612,26,0.9573363201673014,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCK05,20.1,0.0,Health and Hygiene,61.3536,OUT010,1998,183.7608,15,0.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDV23,11.0,0.18530651399999998,Breads,125.6046,OUT019,1985,622.523,28,1.7942339874322133,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDA07,7.55,0.051794957999999995,Fruits and Vegetables,122.6072,OUT010,1998,122.5072,15,1.4641166719014405,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDL03,19.25,0.027058066000000002,Meat,194.81099999999998,OUT013,1987,2749.7540000000004,26,1.036040597587569,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDX04,19.6,0.041740902,Frozen Foods,49.2376,OUT018,2009,958.752,4,0.9260469388766939,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDV19,14.85,0.035400659,Fruits and Vegetables,161.9578,OUT018,2009,1444.1202,4,0.8782920667341777,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDP22,14.65,0.099535996,Snack Foods,52.2666,OUT018,2009,615.1992,4,1.1455012382986443,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDT34,9.3,0.17533647100000002,Snack Foods,107.0964,OUT017,2007,1472.7496,6,0.9639236220257054,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDZ26,11.599999999999998,0.143319995,Dairy,237.5222,OUT027,1985,7170.666,28,0.8704928805994455,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCM43,14.5,0.01950565,Others,163.921,OUT049,1999,2446.815,14,0.8760887763252763,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
DRK35,8.365,0.071846495,Hard Drinks,37.9506,OUT046,1997,569.259,16,0.8747287934516397,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
