department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted,sum_metric,total_score
8,3,1,1,38,3.0,4,0,0,82,0,3.0,82
5,2,0,1,28,5.0,4,1,0,68,1,6.0,68
0,3,1,2,31,3.0,8,1,0,86,0,4.0,172
0,3,1,1,46,4.0,7,1,0,91,1,5.0,91
2,3,1,1,41,1.0,15,0,0,44,0,1.0,44
1,3,0,1,34,3.0,4,0,0,62,0,3.0,62
4,2,0,1,35,5.0,9,1,0,67,0,6.0,67
8,2,0,1,35,3.0,3,1,0,79,0,4.0,79
7,2,1,1,28,3.0,1,0,0,45,0,3.0,45
7,2,1,1,31,3.0,3,0,0,51,0,3.0,51
5,2,1,2,34,3.0,9,0,0,71,0,3.0,142
4,2,1,1,27,4.0,6,1,0,62,0,5.0,62
5,3,0,1,42,3.0,5,0,0,66,0,3.0,66
4,2,0,1,29,2.0,3,0,0,61,0,2.0,61
7,2,1,1,39,2.0,3,0,0,51,0,2.0,51
4,2,1,1,28,1.0,4,0,0,61,0,1.0,61
5,3,0,1,51,1.0,7,1,0,68,0,2.0,68
7,3,1,1,34,3.0,7,0,0,53,0,3.0,53
0,2,1,1,28,5.0,2,1,0,81,0,6.0,81
5,3,0,1,35,3.0,6,0,0,75,0,3.0,75
5,2,1,1,29,4.0,4,1,0,69,0,5.0,69
7,2,1,1,25,3.0,1,1,0,48,1,4.0,48
7,2,1,1,35,1.0,2,0,0,51,0,1.0,51
7,2,1,1,25,5.0,2,0,0,50,0,5.0,50
4,3,0,1,32,4.0,9,1,0,58,0,5.0,58
7,2,0,1,39,5.0,10,1,0,49,0,6.0,49
7,3,0,1,42,3.0,10,1,0,53,0,4.0,53
4,2,1,1,31,5.0,4,1,0,60,0,6.0,60
4,2,1,1,33,4.0,5,1,0,60,0,5.0,60
4,2,0,1,31,4.0,4,1,1,58,0,6.0,58
1,2,0,1,29,5.0,4,1,0,62,0,6.0,62
4,2,1,1,31,5.0,7,1,0,61,0,6.0,61
7,2,1,1,35,1.0,6,1,0,50,0,2.0,50
3,2,1,1,41,3.0,10,0,0,61,0,3.0,61
1,3,1,1,45,4.0,14,0,0,62,0,4.0,62
7,2,1,2,28,3.0,1,0,0,51,0,3.0,102
7,3,0,1,32,3.0,5,0,0,49,0,3.0,49
1,2,0,1,47,1.0,14,0,0,57,0,1.0,57
2,3,1,1,31,3.0,7,0,0,48,0,3.0,48
0,2,1,1,36,4.0,2,1,0,84,0,5.0,84
7,2,1,1,24,3.0,1,0,0,52,0,3.0,52
4,2,1,1,35,5.0,5,1,0,58,0,6.0,58
4,2,1,1,29,4.0,2,1,0,56,0,5.0,56
0,2,1,1,31,4.0,4,1,0,87,0,5.0,87
4,2,1,1,23,4.0,2,0,0,61,0,4.0,61
4,2,1,2,37,4.0,12,1,0,57,1,5.0,114
6,2,1,1,33,4.0,7,0,0,85,0,4.0,85
8,2,1,1,30,1.0,4,0,0,77,0,1.0,77
7,3,1,1,41,3.0,4,1,0,48,0,4.0,48
7,2,1,2,34,3.0,6,0,0,48,0,3.0,96
1,2,1,1,24,4.0,2,1,0,57,0,5.0,57
7,3,1,1,54,3.0,24,0,0,49,0,3.0,49
4,2,0,1,34,5.0,9,0,0,60,0,5.0,60
7,2,1,2,26,2.0,4,0,0,45,0,2.0,90
5,3,1,1,55,3.0,4,0,0,65,0,3.0,65
8,2,1,2,26,3.0,5,0,0,82,0,3.0,164
4,2,0,1,40,3.0,6,0,0,62,0,3.0,62
5,2,0,1,33,5.0,6,1,0,69,0,6.0,69
4,3,1,1,37,5.0,5,1,0,64,0,6.0,64
0,2,0,3,32,3.0,7,0,0,82,0,3.0,246
2,2,0,1,31,3.0,3,0,0,49,0,3.0,49
8,2,0,2,29,4.0,4,0,0,82,0,4.0,164
6,3,1,1,40,3.0,3,0,0,83,0,3.0,83
8,2,0,1,34,3.0,7,0,1,83,1,4.0,83
0,2,0,1,27,1.0,3,0,1,88,0,2.0,88
7,2,1,1,25,3.0,1,0,0,49,0,3.0,49
7,3,1,1,36,1.0,5,0,0,49,0,1.0,49
8,2,1,1,53,3.0,5,0,0,81,0,3.0,81
7,3,1,1,55,5.0,4,1,0,48,0,6.0,48
7,3,1,1,47,5.0,8,1,0,46,0,6.0,46
7,2,0,1,35,1.0,3,0,0,49,0,1.0,49
8,3,1,1,38,5.0,4,1,0,82,1,6.0,82
1,2,1,1,31,5.0,5,1,0,56,0,6.0,56
6,3,1,2,33,5.0,6,1,0,84,0,6.0,168
7,3,1,1,34,4.0,10,0,0,51,0,4.0,51
0,2,1,2,33,4.0,7,0,0,78,0,4.0,156
8,2,0,1,26,3.0,1,0,0,84,0,3.0,84
5,3,0,1,40,5.0,3,1,0,68,0,6.0,68
8,3,1,1,51,3.0,6,1,0,76,0,4.0,76
1,1,1,2,24,3.0,1,0,0,63,0,3.0,126
7,2,1,1,37,3.0,8,0,0,45,0,3.0,45
3,2,1,1,25,3.0,1,0,0,56,0,3.0,56
5,3,1,3,43,4.0,4,1,0,70,0,5.0,210
4,2,1,1,29,3.0,3,0,0,63,0,3.0,63
1,2,0,1,25,5.0,2,1,1,90,1,7.0,90
2,1,1,1,26,4.0,2,1,0,49,0,5.0,49
4,2,1,1,30,5.0,5,0,0,63,0,5.0,63
4,2,1,1,47,3.0,6,0,0,57,0,3.0,57
4,3,0,2,42,3.0,13,0,0,55,0,3.0,110
7,3,1,2,54,3.0,19,0,0,45,0,3.0,90
8,3,1,1,56,3.0,19,0,0,83,0,3.0,83
7,2,1,1,39,2.0,9,0,0,47,0,2.0,47
7,3,1,2,40,3.0,9,0,0,52,0,3.0,104
0,3,1,1,32,3.0,6,0,0,84,0,3.0,84
6,3,1,1,28,3.0,2,0,0,81,0,3.0,81
0,2,1,2,26,4.0,2,1,0,86,0,5.0,172
4,3,1,2,33,5.0,6,1,0,58,1,6.0,116
6,3,1,2,33,3.0,3,0,0,81,0,3.0,162
4,2,1,1,29,5.0,2,0,0,65,0,5.0,65
5,2,1,1,43,2.0,19,0,0,71,0,2.0,71
4,2,0,1,29,4.0,4,1,0,58,0,5.0,58
6,2,1,1,28,3.0,3,1,0,79,0,4.0,79
8,3,1,1,47,3.0,6,1,0,75,0,4.0,75
8,3,0,1,31,3.0,3,0,0,84,0,3.0,84
7,2,1,1,41,4.0,12,1,0,61,1,5.0,61
5,2,1,1,38,3.0,2,1,0,66,0,4.0,66
7,2,1,2,31,4.0,4,0,0,45,0,4.0,90
7,2,0,2,30,3.0,4,1,0,52,0,4.0,104
4,3,1,1,45,4.0,3,1,0,55,0,5.0,55
0,2,1,1,46,5.0,18,1,0,88,0,6.0,88
2,2,1,1,34,5.0,9,1,0,52,0,6.0,52
7,2,1,1,40,5.0,8,0,0,52,0,5.0,52
4,2,1,1,28,3.0,2,0,0,56,0,3.0,56
8,3,1,1,36,5.0,6,0,0,79,0,5.0,79
7,2,1,2,30,3.0,1,1,0,48,0,4.0,96
4,2,1,1,53,4.0,12,0,0,55,0,4.0,55
8,3,0,1,33,4.0,10,1,0,74,0,5.0,74
8,2,1,1,28,3.0,1,0,0,81,0,3.0,81
6,2,1,2,28,5.0,3,1,0,83,1,6.0,166
6,2,1,2,30,4.0,5,0,0,84,0,4.0,168
0,2,1,1,56,4.0,27,0,0,88,0,4.0,88
5,2,1,1,23,3.0,1,1,0,68,0,4.0,68
7,2,1,1,28,4.0,5,1,0,49,0,5.0,49
0,3,1,1,39,3.0,4,0,0,82,0,3.0,82
7,2,0,1,29,4.0,5,0,0,45,0,4.0,45
5,2,0,1,31,2.0,3,0,0,70,0,2.0,70
7,2,0,1,29,3.0,1,1,0,45,1,4.0,45
0,2,0,1,24,3.0,1,0,0,83,0,3.0,83
8,3,0,1,39,4.0,4,1,0,78,0,5.0,78
5,2,1,2,30,3.0,4,0,0,72,0,3.0,144
8,2,1,1,29,4.0,8,1,0,82,0,5.0,82
0,2,1,1,35,4.0,10,0,0,84,0,4.0,84
1,1,1,2,25,3.0,2,1,0,59,0,4.0,118
7,2,1,2,33,1.0,6,0,0,53,0,1.0,106
8,2,1,1,38,3.0,9,1,0,82,1,4.0,82
5,2,1,1,29,3.0,1,0,0,72,0,3.0,72
1,2,1,1,29,3.0,6,0,0,62,0,3.0,62
7,2,0,1,28,5.0,5,0,0,47,0,5.0,47
4,2,1,1,36,3.0,4,1,0,63,0,4.0,63
5,2,1,1,34,3.0,6,0,0,70,0,3.0,70
7,2,1,1,45,3.0,7,0,0,50,0,3.0,50
4,2,1,2,26,5.0,4,1,0,58,0,6.0,116
0,2,1,1,28,5.0,3,1,0,81,0,6.0,81
8,2,1,2,32,3.0,5,0,0,80,0,3.0,160
7,2,1,1,35,2.0,3,0,0,43,0,2.0,43
8,2,1,1,38,5.0,10,1,0,82,1,6.0,82
5,2,0,1,60,5.0,12,0,0,71,0,5.0,71
7,3,1,1,53,5.0,13,0,0,51,0,5.0,51
7,2,1,1,27,3.0,4,0,0,48,0,3.0,48
4,2,1,1,30,4.0,3,0,0,61,0,4.0,61
7,2,1,2,31,3.0,4,0,0,55,0,3.0,110
7,2,1,1,23,4.0,2,1,1,49,0,6.0,49
7,2,0,1,27,4.0,6,0,1,49,0,5.0,49
5,3,1,1,36,3.0,3,1,0,67,0,4.0,67
1,3,1,1,34,4.0,6,1,0,62,0,5.0,62
2,2,1,1,23,3.0,2,0,0,49,0,3.0,49
2,2,0,2,29,3.0,4,1,0,47,0,4.0,94
7,2,1,1,28,1.0,3,0,0,52,0,1.0,52
2,2,1,1,27,3.0,1,0,0,50,0,3.0,50
5,2,0,1,34,4.0,2,1,0,71,0,5.0,71
7,2,0,1,33,1.0,2,0,0,48,0,1.0,48
5,2,1,1,37,3.0,2,0,0,75,0,3.0,75
4,2,1,1,37,3.0,3,0,0,59,0,3.0,59
8,2,1,1,35,3.0,4,0,0,76,0,3.0,76
8,2,0,1,28,3.0,1,0,0,83,0,3.0,83
7,2,1,1,39,2.0,3,0,0,48,0,2.0,48
8,3,0,1,55,4.0,28,1,0,83,0,5.0,83
4,2,1,1,34,3.0,3,0,0,58,0,3.0,58
7,2,0,1,60,1.0,10,0,0,49,0,1.0,49
7,2,1,1,31,3.0,3,0,0,52,0,3.0,52
7,2,1,1,60,5.0,11,0,0,64,1,5.0,64
7,2,1,1,32,5.0,9,0,0,49,0,5.0,49
7,2,0,1,57,4.0,10,1,0,50,0,5.0,50
4,3,1,1,33,3.0,6,1,0,58,1,4.0,58
7,2,1,2,26,1.0,2,0,0,50,0,1.0,100
8,3,0,1,33,4.0,5,1,0,79,0,5.0,79
7,2,1,1,31,5.0,8,1,0,46,0,6.0,46
4,2,1,1,31,3.0,2,0,0,52,0,3.0,52
7,2,0,2,27,1.0,3,1,0,48,0,2.0,96
0,2,1,2,25,4.0,2,0,0,82,0,4.0,164
5,2,0,2,27,3.0,2,1,0,71,0,4.0,142
4,2,0,1,39,4.0,10,0,0,60,0,4.0,60
7,2,1,1,42,5.0,5,0,0,50,0,5.0,50
4,3,1,1,31,3.0,5,0,0,77,1,3.0,77
6,2,1,1,29,5.0,5,1,1,86,1,7.0,86
6,3,1,1,37,5.0,6,1,0,90,0,6.0,90
7,3,1,1,41,1.0,7,0,0,55,0,1.0,55
4,2,1,1,25,3.0,1,0,0,57,0,3.0,57
7,2,0,2,28,1.0,3,0,0,48,0,1.0,96
0,2,1,2,45,5.0,16,1,0,88,0,6.0,176
4,2,0,1,28,2.0,3,0,0,60,0,2.0,60
8,2,1,1,30,4.0,2,0,0,82,0,4.0,82
5,2,0,1,33,4.0,5,1,0,70,0,5.0,70
7,3,1,1,48,3.0,17,0,0,48,0,3.0,48
7,2,1,1,33,2.0,3,0,0,48,0,2.0,48
5,2,0,1,27,4.0,2,0,0,71,0,4.0,71
3,3,1,1,41,5.0,10,1,0,61,0,6.0,61
7,2,1,2,46,1.0,14,0,0,52,0,1.0,104
0,2,1,1,32,3.0,4,0,0,84,0,3.0,84
2,3,0,1,35,3.0,7,0,0,45,0,3.0,45
5,2,1,1,24,1.0,2,1,1,63,0,3.0,63
2,2,0,1,52,4.0,9,0,0,50,0,4.0,50
7,3,1,1,57,5.0,13,0,0,51,0,5.0,51
7,3,1,1,47,1.0,4,0,0,48,0,1.0,48
8,2,0,1,31,4.0,5,1,0,79,0,5.0,79
0,2,1,1,30,4.0,9,0,0,86,0,4.0,86
7,2,1,1,38,4.0,4,0,0,48,0,4.0,48
4,2,0,1,28,3.0,5,0,0,57,0,3.0,57
0,2,1,1,27,1.0,2,0,0,82,0,1.0,82
0,2,0,1,29,2.0,2,0,0,87,0,2.0,87
5,2,0,1,30,3.0,7,0,0,72,0,3.0,72
5,2,0,1,26,4.0,1,0,0,65,0,4.0,65
7,2,1,4,36,3.0,9,0,0,45,0,3.0,180
8,2,1,1,37,5.0,2,1,0,79,0,6.0,79
7,2,1,2,30,3.0,6,0,0,50,0,3.0,100
7,2,1,1,32,5.0,6,1,0,52,0,6.0,52
5,3,1,1,40,3.0,10,0,0,75,0,3.0,75
2,2,0,1,27,4.0,3,0,0,47,0,4.0,47
7,2,1,1,35,4.0,2,1,0,44,0,5.0,44
4,2,0,1,43,3.0,13,0,0,58,0,3.0,58
4,2,0,2,31,4.0,6,0,0,56,0,4.0,112
8,2,1,1,32,5.0,6,1,0,77,1,6.0,77
6,3,1,1,29,1.0,2,0,0,85,0,1.0,85
7,3,1,1,34,5.0,7,0,0,55,0,5.0,55
7,3,1,1,33,1.0,4,0,0,47,0,1.0,47
7,3,1,1,37,3.0,6,0,0,44,0,3.0,44
1,2,1,1,28,3.0,5,0,0,56,0,3.0,56
7,2,1,2,26,1.0,3,0,0,49,0,1.0,98
7,2,1,1,37,1.0,4,0,0,88,1,1.0,88
4,2,1,2,33,4.0,9,0,0,60,0,4.0,120
3,3,0,3,40,5.0,4,1,0,58,0,6.0,174
3,2,1,1,33,1.0,7,0,0,56,0,1.0,56
2,2,0,1,27,4.0,5,0,0,50,0,4.0,50
8,2,1,1,46,3.0,14,0,0,86,0,3.0,86
7,2,1,1,30,3.0,3,1,0,52,0,4.0,52
7,2,1,4,27,4.0,3,0,0,47,0,4.0,188
1,2,1,3,50,4.0,5,1,0,60,0,5.0,180
8,2,0,3,31,5.0,6,1,0,82,0,6.0,246
1,2,1,1,29,3.0,3,0,0,65,0,3.0,65
4,2,0,1,30,2.0,5,0,0,56,0,2.0,56
7,2,0,1,35,5.0,9,0,0,49,0,5.0,49
7,2,1,1,49,2.0,18,0,0,45,0,2.0,45
0,2,1,2,31,5.0,5,1,0,88,0,6.0,176
7,2,1,1,53,5.0,22,0,0,48,0,5.0,48
8,2,1,2,40,1.0,3,0,0,83,0,1.0,166
4,2,0,1,31,5.0,3,1,0,57,0,6.0,57
7,2,0,1,27,3.0,4,0,0,51,0,3.0,51
7,2,1,1,34,1.0,7,0,0,51,0,1.0,51
7,3,1,1,54,3.0,4,0,0,54,0,3.0,54
2,2,1,1,29,5.0,6,1,0,45,0,6.0,45
4,2,1,1,43,5.0,13,0,0,57,0,5.0,57
4,2,0,1,28,3.0,2,1,0,63,1,4.0,63
7,2,1,1,32,5.0,6,0,0,49,0,5.0,49
0,2,1,2,26,3.0,3,0,0,86,0,3.0,172
7,2,1,1,30,5.0,3,1,0,52,0,6.0,52
8,3,0,1,37,4.0,9,1,0,82,0,5.0,82
1,3,1,1,35,1.0,6,0,0,62,0,1.0,62
7,3,1,1,31,1.0,5,1,0,52,0,2.0,52
7,2,1,1,33,5.0,6,0,0,47,0,5.0,47
4,3,1,1,32,2.0,4,0,0,59,0,2.0,59
7,2,1,1,36,4.0,7,0,0,47,0,4.0,47
7,2,1,2,28,2.0,3,0,0,53,0,2.0,106
5,2,1,1,28,5.0,4,1,0,69,0,6.0,69
7,3,0,1,38,1.0,8,0,0,54,0,1.0,54
7,2,1,1,28,4.0,2,0,0,45,0,4.0,45
5,3,1,1,41,2.0,6,0,0,67,0,2.0,67
7,3,1,2,32,3.0,6,0,0,43,0,3.0,86
7,2,0,1,32,2.0,5,0,0,50,0,2.0,50
5,2,0,1,28,4.0,2,1,0,67,0,5.0,67
4,3,1,1,36,1.0,3,0,0,60,0,1.0,60
5,2,1,2,31,4.0,4,0,0,69,0,4.0,138
7,2,1,1,29,5.0,5,0,0,51,0,5.0,51
0,3,1,2,38,5.0,9,0,0,81,0,5.0,162
7,2,0,1,27,3.0,1,0,0,52,0,3.0,52
0,2,1,2,38,5.0,9,1,0,86,1,6.0,172
3,2,1,1,31,4.0,6,1,0,62,0,5.0,62
5,2,0,1,37,4.0,5,1,0,68,0,5.0,68
8,2,1,1,27,3.0,1,0,0,82,1,3.0,82
8,2,1,1,37,3.0,2,0,0,82,0,3.0,82
8,1,1,1,25,4.0,4,1,0,82,1,5.0,82
7,2,1,1,52,1.0,7,0,0,51,0,1.0,51
5,2,0,1,29,3.0,2,0,0,66,0,3.0,66
1,2,1,1,28,3.0,4,0,0,58,0,3.0,58
7,2,1,1,25,4.0,2,0,0,50,0,4.0,50
5,2,0,1,34,4.0,4,0,0,69,0,4.0,69
0,2,1,1,31,3.0,6,0,0,85,0,3.0,85
4,2,0,1,29,3.0,8,0,0,59,0,3.0,59
7,3,0,1,40,3.0,7,0,0,50,0,3.0,50
8,2,0,1,27,3.0,1,0,0,78,0,3.0,78
8,2,0,2,31,1.0,4,0,1,78,0,2.0,156
7,2,1,1,35,1.0,2,1,0,46,0,2.0,46
4,3,1,1,26,5.0,1,1,0,60,0,6.0,60
4,2,0,1,35,5.0,3,0,0,63,0,5.0,63
4,2,0,1,30,5.0,6,0,0,60,0,5.0,60
7,2,0,1,35,3.0,8,0,0,52,0,3.0,52
7,3,1,2,42,3.0,17,0,0,52,0,3.0,104
7,2,1,1,32,3.0,5,0,0,47,0,3.0,47
7,2,1,1,30,5.0,6,0,1,91,1,6.0,91
7,3,1,1,39,3.0,6,0,0,48,0,3.0,48
1,2,1,1,29,1.0,4,1,0,61,0,2.0,61
5,2,1,1,40,3.0,8,0,0,69,0,3.0,69
8,3,0,1,52,3.0,3,0,0,79,0,3.0,79
4,2,1,1,26,3.0,3,0,0,60,0,3.0,60
7,2,1,1,52,4.0,9,0,0,50,0,4.0,50
4,3,1,1,38,5.0,7,1,0,66,1,6.0,66
7,2,1,1,33,5.0,7,0,0,51,0,5.0,51
7,2,1,1,41,3.0,6,0,0,48,0,3.0,48
4,2,0,1,26,5.0,4,1,0,62,0,6.0,62
8,2,0,1,55,2.0,13,0,0,78,0,2.0,78
7,2,1,1,32,3.0,2,0,0,49,0,3.0,49
0,2,0,1,28,2.0,4,1,0,86,0,3.0,86
5,3,0,1,34,5.0,7,1,0,72,0,6.0,72
7,3,1,2,45,1.0,3,0,0,47,0,1.0,94
8,2,0,1,34,5.0,8,1,0,74,0,6.0,74
0,2,1,1,27,4.0,2,0,0,80,0,4.0,80
4,3,0,1,37,3.0,9,0,0,58,0,3.0,58
4,2,1,1,35,2.0,3,0,0,68,0,2.0,68
2,1,0,1,23,3.0,2,0,0,49,0,3.0,49
4,2,1,1,30,3.0,5,0,0,59,0,3.0,59
7,2,1,2,32,3.0,5,1,0,51,1,4.0,102
8,2,1,1,37,3.0,6,0,0,80,0,3.0,80
5,3,1,1,41,3.0,11,0,0,83,1,3.0,83
4,2,1,1,37,5.0,4,1,0,58,0,6.0,58
8,2,1,1,29,5.0,4,1,0,80,0,6.0,80
1,2,0,1,28,3.0,5,1,0,62,0,4.0,62
5,2,1,1,29,5.0,2,0,0,65,0,5.0,65
5,2,1,1,34,1.0,4,0,0,71,0,1.0,71
4,2,0,1,38,5.0,5,1,0,62,1,6.0,62
7,2,1,2,25,3.0,1,1,0,50,0,4.0,100
8,2,1,1,40,3.0,5,0,0,84,0,3.0,84
5,2,1,1,38,4.0,10,1,0,73,0,5.0,73
4,2,1,1,43,4.0,7,0,0,74,1,4.0,74
0,2,1,1,31,3.0,1,0,0,84,0,3.0,84
7,2,1,1,32,5.0,3,1,0,90,1,6.0,90
7,2,0,1,34,5.0,6,0,0,46,0,5.0,46
7,2,1,2,35,3.0,7,0,0,51,0,3.0,102
5,2,1,1,36,3.0,7,0,0,68,0,3.0,68
4,2,1,1,33,5.0,3,0,0,93,1,5.0,93
4,3,1,1,36,3.0,6,0,0,61,0,3.0,61
4,2,0,1,30,3.0,2,0,0,52,0,3.0,52
0,2,1,1,29,5.0,4,1,0,84,0,6.0,84
4,2,0,1,30,5.0,2,1,0,62,0,6.0,62
8,2,1,2,49,5.0,19,0,0,80,1,5.0,160
7,2,1,1,29,4.0,3,1,0,53,1,5.0,53
4,2,1,3,31,3.0,4,0,0,61,0,3.0,183
6,2,1,2,31,1.0,4,0,0,88,0,1.0,176
1,2,1,1,44,4.0,6,0,0,59,0,4.0,59
4,2,0,1,37,4.0,4,1,0,64,0,5.0,64
5,2,0,1,27,1.0,5,0,0,66,0,1.0,66
7,3,0,1,32,2.0,5,0,0,49,0,2.0,49
5,3,0,1,35,4.0,10,1,0,67,0,5.0,67
7,2,1,1,42,3.0,11,1,0,47,0,4.0,47
1,2,0,1,29,3.0,2,0,0,59,0,3.0,59
4,2,0,1,35,5.0,10,0,0,58,0,5.0,58
8,3,1,1,32,4.0,8,1,0,91,1,5.0,91
4,3,0,1,35,3.0,8,1,0,57,0,4.0,57
2,2,1,1,36,4.0,7,0,0,47,0,4.0,47
0,2,1,1,25,5.0,2,1,0,85,0,6.0,85
4,2,0,1,29,2.0,3,0,0,59,0,2.0,59
2,2,0,1,46,3.0,3,0,0,54,0,3.0,54
2,2,0,1,27,3.0,1,0,0,48,0,3.0,48
5,2,0,1,34,3.0,3,0,0,69,0,3.0,69
0,2,1,1,31,3.0,4,0,0,82,0,3.0,82
8,2,0,1,28,3.0,4,0,0,82,0,3.0,82
8,2,1,1,35,5.0,7,1,0,80,0,6.0,80
4,3,1,1,51,5.0,5,0,0,61,0,5.0,61
0,2,1,2,33,3.0,6,0,0,85,0,3.0,170
7,2,0,2,30,3.0,2,0,0,48,0,3.0,96
8,2,1,1,36,1.0,10,0,0,80,0,1.0,80
7,3,1,1,36,5.0,3,0,0,49,0,5.0,49
7,2,1,3,42,1.0,13,0,0,45,0,1.0,135
7,2,1,1,44,5.0,11,0,0,53,0,5.0,53
7,2,1,2,36,3.0,7,0,0,50,0,3.0,100
7,2,1,3,34,1.0,7,0,0,51,0,1.0,153
7,2,1,3,27,3.0,1,1,0,51,0,4.0,153
0,3,1,1,46,5.0,14,0,0,82,0,5.0,82
8,2,1,1,39,3.0,12,1,0,80,1,4.0,80
4,3,1,1,44,2.0,11,1,0,58,0,3.0,58
4,3,0,1,45,5.0,2,1,0,58,1,6.0,58
1,2,0,2,28,5.0,6,1,0,60,0,6.0,120
6,3,1,2,41,5.0,4,0,0,93,0,5.0,186
7,3,1,1,34,3.0,3,0,0,62,1,3.0,62
2,3,1,1,36,1.0,5,0,0,52,0,1.0,52
0,2,1,2,29,3.0,3,1,0,83,0,4.0,166
5,2,0,1,28,1.0,5,0,0,70,0,1.0,70
0,2,1,2,28,4.0,1,1,0,84,0,5.0,168
7,2,0,1,22,3.0,1,0,0,45,0,3.0,45
7,2,0,1,28,3.0,3,0,0,50,0,3.0,50
8,3,1,1,38,3.0,10,0,0,81,0,3.0,81
2,3,0,1,34,1.0,9,0,0,52,0,1.0,52
1,3,0,1,43,3.0,16,0,0,60,0,3.0,60
7,3,1,1,32,5.0,7,0,0,48,0,5.0,48
0,2,1,2,26,4.0,3,0,0,86,0,4.0,172
4,3,1,2,37,5.0,3,1,0,60,0,6.0,120
0,2,1,2,27,5.0,3,0,0,80,1,5.0,160
8,2,1,1,30,3.0,7,1,0,81,0,4.0,81
7,3,1,1,33,5.0,3,0,0,46,0,5.0,46
7,3,1,2,55,2.0,19,0,0,48,0,2.0,96
8,2,1,1,31,3.0,1,0,0,81,0,3.0,81
7,2,1,1,26,3.0,1,0,0,48,0,3.0,48
7,2,0,1,51,3.0,17,0,0,50,0,3.0,50
4,3,0,1,36,4.0,10,0,0,61,0,4.0,61
1,2,0,1,27,3.0,3,1,0,59,0,4.0,59
4,2,0,1,58,5.0,17,1,0,62,0,6.0,62
1,1,1,2,23,3.0,1,1,0,59,0,4.0,118
0,2,1,2,26,5.0,3,0,0,85,0,5.0,170
8,2,1,1,25,3.0,1,0,0,82,0,3.0,82
4,3,1,1,50,4.0,17,1,0,60,0,5.0,60
4,3,0,1,39,5.0,3,1,0,65,0,6.0,65
7,2,0,1,33,1.0,8,0,0,46,0,1.0,46
8,2,1,2,29,2.0,2,0,0,74,0,2.0,148
4,2,1,2,31,4.0,5,1,0,63,0,5.0,126
6,2,0,1,35,5.0,6,1,0,89,0,6.0,89
7,2,1,2,26,2.0,2,0,0,48,0,2.0,96
7,2,1,1,42,4.0,4,0,0,53,0,4.0,53
7,2,1,1,28,3.0,4,0,0,47,0,3.0,47
7,2,1,1,42,5.0,11,0,0,49,0,5.0,49
2,2,1,2,34,4.0,10,0,0,47,0,4.0,94
7,2,1,2,35,5.0,6,0,0,51,0,5.0,102
7,2,1,1,30,3.0,1,1,0,87,1,4.0,87
0,2,0,1,28,3.0,5,0,0,82,0,3.0,82
5,3,1,1,41,1.0,12,0,0,70,0,1.0,70
7,2,1,1,32,3.0,7,1,0,53,0,4.0,53
7,2,1,1,27,3.0,4,0,0,55,0,3.0,55
0,2,0,1,27,3.0,4,1,0,81,0,4.0,81
7,2,1,1,36,3.0,5,1,0,48,0,4.0,48
1,2,0,1,27,3.0,1,1,0,58,1,4.0,58
2,3,0,1,36,2.0,3,0,0,52,0,2.0,52
5,2,1,1,31,4.0,4,1,0,68,0,5.0,68
7,2,0,1,26,5.0,3,0,0,51,0,5.0,51
7,2,0,1,53,3.0,18,0,0,47,0,3.0,47
5,2,0,1,35,3.0,10,0,0,73,0,3.0,73
8,2,1,1,50,2.0,24,0,0,79,0,2.0,79
7,2,1,2,33,4.0,8,1,0,50,1,5.0,100
4,3,1,1,38,5.0,2,1,0,60,1,6.0,60
5,3,1,1,36,3.0,9,0,0,67,0,3.0,67
8,3,0,1,49,3.0,18,0,0,81,0,3.0,81
7,2,1,2,31,5.0,6,0,0,48,0,5.0,96
1,2,1,1,25,3.0,1,1,0,56,0,4.0,56
4,2,0,1,27,4.0,4,1,0,61,0,5.0,61
1,3,1,2,33,3.0,5,0,0,57,0,3.0,114
4,2,0,1,55,4.0,12,0,0,59,0,4.0,59
7,2,1,2,26,4.0,4,0,0,60,1,4.0,120
7,2,1,1,49,3.0,13,0,0,49,0,3.0,49
0,2,1,1,25,4.0,3,1,0,82,0,5.0,82
4,3,1,1,38,3.0,8,1,0,63,1,4.0,63
7,2,1,1,49,1.0,13,0,0,51,0,1.0,51
4,3,1,1,37,1.0,3,0,0,63,0,1.0,63
7,2,1,1,26,3.0,1,0,0,50,0,3.0,50
1,2,1,1,30,3.0,3,1,0,58,0,4.0,58
7,3,1,2,37,3.0,3,0,0,50,0,3.0,100
7,2,1,1,51,3.0,4,0,0,54,0,3.0,54
4,3,0,2,36,3.0,3,1,0,58,0,4.0,116
4,2,1,1,33,2.0,8,0,0,66,0,2.0,66
2,2,0,1,30,5.0,7,1,0,52,1,6.0,52
5,2,0,1,32,3.0,6,0,0,70,0,3.0,70
7,2,1,2,29,1.0,6,0,0,49,0,1.0,98
4,3,0,1,36,4.0,7,1,0,62,0,5.0,62
7,2,1,1,53,5.0,3,0,0,48,0,5.0,48
7,2,1,1,37,1.0,6,0,0,46,0,1.0,46
7,2,1,1,28,4.0,4,0,0,48,0,4.0,48
2,2,1,1,27,4.0,4,0,0,48,0,4.0,48
3,2,0,1,30,3.0,1,0,0,61,0,3.0,61
8,2,1,1,27,4.0,4,0,0,78,0,4.0,78
